source_dataset,split,class,source,destination
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_238.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_238.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_24.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_24.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_240.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_240.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_241.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_241.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_242.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_242.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_243.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_243.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_244.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_244.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_245.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_245.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_247.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_247.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_248.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_248.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_249.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_249.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_25.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_25.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_251.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_251.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_252.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_252.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_254.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_254.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_255.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_255.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_257.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_257.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_258.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_258.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_259.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_259.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_260.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_260.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_261.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_261.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_262.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_262.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_265.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_265.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_266.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_266.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_267.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_267.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_268.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_268.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_269.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_269.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_27.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_27.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_270.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_270.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_271.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_271.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_272.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_272.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_273.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_273.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_274.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_274.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_275.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_275.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_276.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_276.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_277.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_277.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_278.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_278.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_279.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_279.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_28.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_28.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_280.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_280.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_281.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_281.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_282.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_282.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_283.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_283.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_284.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_284.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_285.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_285.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_286.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_286.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_287.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_287.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_288.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_288.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_289.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_289.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_29.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_29.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_290.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_290.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_294.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_294.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_295.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_295.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_297.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_297.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_299.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_299.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_30.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_30.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_302.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_302.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_303.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_303.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_304.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_304.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_307.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_307.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_308.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_308.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_309.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_309.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_310.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_310.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_311.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_311.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_313.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_313.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_315.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_315.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_316.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_316.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_318.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_318.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_319.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_319.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_320.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_320.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_322.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_322.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_325.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_325.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_326.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_326.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_327.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_327.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_328.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_328.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_33.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_33.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_331.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_331.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_332.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_332.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_333.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_333.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_334.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_334.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_336.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_336.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_337.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_337.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_338.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_338.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_34.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_34.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_340.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_340.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_341.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_341.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_342.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_342.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_344.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_344.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_345.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_345.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_346.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_346.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_347.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_347.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_349.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_349.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_351.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_351.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_353.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_353.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_354.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_354.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_355.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_355.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_356.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_356.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_357.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_357.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_358.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_358.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_359.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_359.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_36.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_36.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_360.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_360.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_361.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_361.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_362.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_362.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_363.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_363.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_364.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_364.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_365.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_365.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_366.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_366.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_367.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_367.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_370.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_370.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_371.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_371.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_372.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_372.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_373.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_373.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_375.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_375.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_376.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_376.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_379.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_379.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_380.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_380.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_385.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_385.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_386.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_386.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_387.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_387.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_389.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_389.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_39.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_39.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_390.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_390.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_391.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_391.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_392.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_392.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_393.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_393.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_395.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_395.png
数据集1,train,Smut,E:\AI_dmx\项目\病虫害分类项目\数据集1_已划分.__building__\train\Smut\smut_396.png,E:\AI_dmx\项目\病虫害分类项目\合并数据集.__building__\train\Smut\dataset1__smut_396.png
