source_dataset,split,class,source,destination
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_221.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000012.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_235.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000013.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_478.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000014.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_262.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000015.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_566.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000016.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_407.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000017.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_611.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000018.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_393.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000019.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_595.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000020.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_448.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000021.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_249.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000022.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_521.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000023.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_345.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000024.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_510.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000025.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_277.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000026.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_379.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000027.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_372.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000028.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_280.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000029.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_117.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000030.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_551.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000031.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_145.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000032.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_451.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000033.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_359.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000034.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_238.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000035.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_130.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000036.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_84.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000037.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_351.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000038.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_329.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000039.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_41.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000040.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_156.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000041.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_315.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000042.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_10.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000043.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_317.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000044.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_395.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000045.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_239.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000046.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_610.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000047.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_412.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000048.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_224.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000049.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_424.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000050.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_522.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000051.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_261.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000052.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_452.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000053.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_98.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000054.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_236.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000055.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_306.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000056.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_530.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000057.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_513.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000058.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_489.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000059.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_458.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000060.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_136.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000061.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_35.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000062.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_423.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000063.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_388.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000064.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_375.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000065.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_512.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000066.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_92.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000067.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_544.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000068.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_529.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000069.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_531.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000070.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_469.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000071.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_122.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000072.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_225.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000073.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_350.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000074.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_402.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000075.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_464.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000076.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_53.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000077.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_83.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000078.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_385.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000079.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_481.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000080.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_149.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000081.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_450.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000082.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_127.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000083.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_23.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000084.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_582.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000085.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_165.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000086.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_319.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000087.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_559.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000088.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_310.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000089.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_464.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000090.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_127.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000091.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_29.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000092.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_513.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000093.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_121.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000094.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_279.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000095.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_434.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000096.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_161.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000097.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_139.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000098.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_414.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000099.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_280.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000100.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_90.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000101.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_27.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000102.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_106.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000103.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_136.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000104.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_419.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000105.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_222.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000106.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_10.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000107.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_494.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000108.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_174.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000109.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_224.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000110.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_506.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000111.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_554.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000112.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_70.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000113.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_87.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000114.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_346.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000115.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_263.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000116.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_208.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000117.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_312.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000118.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_461.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000119.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_379.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000120.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_126.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000121.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_210.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000122.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_6.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000123.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_533.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000124.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_65.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000125.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_261.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000126.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_303.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000127.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_301.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000128.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_444.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000129.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_288.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000130.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_540.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000131.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_9.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000132.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_462.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000133.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_399.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000134.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_451.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000135.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_385.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000136.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_180.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000137.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_211.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000138.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_22.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000139.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_398.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000140.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_393.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000141.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_267.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000142.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_71.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000143.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_253.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000144.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_366.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000145.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_25.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000146.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_106.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000147.jpg
augment,train,Common Root Rot,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\archive__common_root_rot_20.png,e:\AI\02NLP-project\data\合并数据集\train\Common Root Rot\aug__s42__000148.jpg
